<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
EURUSD;30;20160809;190000;1.1110800;1.1112700;1.1105000;1.1109400;29789
EURUSD;30;20160809;193000;1.1109400;1.1113000;1.1105000;1.1110900;27094
EURUSD;30;20160809;200000;1.1111100;1.1112700;1.1098000;1.1102500;22832
EURUSD;30;20160809;203000;1.1102500;1.1106000;1.1098000;1.1105100;20109
EURUSD;30;20160809;210000;1.1105000;1.1112100;1.1101000;1.1108600;18241
EURUSD;30;20160809;213000;1.1108000;1.1112100;1.1102000;1.1109100;16061
EURUSD;30;20160809;220000;1.1109100;1.1112400;1.1104000;1.1108100;20227
EURUSD;30;20160809;223000;1.1108200;1.1112500;1.1103000;1.1112100;14690
EURUSD;30;20160809;230000;1.1112100;1.1115500;1.1107000;1.1111900;16666
EURUSD;30;20160809;233000;1.1111900;1.1114300;1.1107000;1.1114100;13390
EURUSD;30;20160810;000000;1.1114100;1.1118600;1.1110000;1.1116100;15306
EURUSD;30;20160810;003000;1.1116100;1.1120000;1.1110000;1.1114400;6992
EURUSD;30;20160810;010000;1.1114300;1.1120000;1.1109000;1.1115100;8999
EURUSD;30;20160810;013000;1.1112500;1.1119300;1.1110000;1.1118700;14146
EURUSD;30;20160810;020000;1.1118500;1.1119200;1.1110000;1.1114900;13546
EURUSD;30;20160810;023000;1.1114900;1.1117200;1.1109000;1.1114500;13031
EURUSD;30;20160810;030000;1.1114700;1.1118000;1.1109000;1.1117300;9547
EURUSD;30;20160810;033000;1.1116700;1.1145100;1.1114000;1.1143500;35391
EURUSD;30;20160810;040000;1.1143500;1.1144100;1.1134000;1.1137900;27235
EURUSD;30;20160810;043000;1.1135000;1.1148700;1.1135000;1.1148300;27196
EURUSD;30;20160810;050000;1.1148000;1.1150800;1.1142000;1.1146600;28704
EURUSD;30;20160810;053000;1.1146500;1.1156200;1.1143000;1.1148100;29292
EURUSD;30;20160810;060000;1.1148100;1.1150000;1.1141000;1.1149300;21890
EURUSD;30;20160810;063000;1.1149300;1.1151100;1.1145000;1.1147800;19856
EURUSD;30;20160810;070000;1.1147700;1.1150600;1.1141000;1.1150100;19904
EURUSD;30;20160810;073000;1.1150100;1.1155300;1.1147000;1.1151200;16764
EURUSD;30;20160810;080000;1.1151200;1.1152000;1.1145000;1.1150000;17234
EURUSD;30;20160810;083000;1.1149900;1.1154400;1.1147000;1.1152500;20846
EURUSD;30;20160810;090000;1.1152600;1.1155000;1.1144000;1.1146900;21663
EURUSD;30;20160810;093000;1.1146700;1.1152100;1.1142000;1.1144700;29280
EURUSD;30;20160810;100000;1.1144500;1.1147400;1.1137000;1.1139800;29572
EURUSD;30;20160810;103000;1.1140000;1.1151800;1.1136000;1.1150700;41419
EURUSD;30;20160810;110000;1.1150600;1.1152200;1.1139000;1.1142200;35905
EURUSD;30;20160810;113000;1.1143400;1.1150000;1.1139000;1.1146100;36187
EURUSD;30;20160810;120000;1.1146700;1.1150000;1.1140000;1.1146400;30640
EURUSD;30;20160810;123000;1.1146700;1.1183900;1.1144000;1.1174800;52947
EURUSD;30;20160810;130000;1.1174500;1.1182300;1.1170000;1.1172900;43568
EURUSD;30;20160810;133000;1.1172900;1.1177500;1.1168000;1.1173000;29319
EURUSD;30;20160810;140000;1.1172800;1.1174500;1.1167000;1.1171600;30013
EURUSD;30;20160810;143000;1.1172500;1.1190200;1.1171000;1.1184700;44045
EURUSD;30;20160810;150000;1.1184800;1.1190000;1.1181000;1.1185200;38160
EURUSD;30;20160810;153000;1.1185400;1.1190000;1.1179000;1.1180700;40565
EURUSD;30;20160810;160000;1.1180800;1.1190000;1.1177000;1.1189400;38756
EURUSD;30;20160810;163000;1.1189200;1.1189800;1.1175000;1.1176600;41377
EURUSD;30;20160810;170000;1.1177500;1.1184300;1.1171000;1.1175300;48972
EURUSD;30;20160810;173000;1.1175500;1.1180000;1.1166000;1.1169100;42146
EURUSD;30;20160810;180000;1.1168800;1.1174400;1.1156000;1.1164700;47277
EURUSD;30;20160810;183000;1.1165000;1.1170000;1.1159000;1.1167000;42845
EURUSD;30;20160810;190000;1.1167700;1.1175200;1.1165600;1.1170500;31437
EURUSD;30;20160810;193000;1.1170200;1.1175600;1.1166000;1.1173700;21679
EURUSD;30;20160810;200000;1.1173700;1.1174700;1.1164000;1.1166000;26418
EURUSD;30;20160810;203000;1.1166100;1.1173500;1.1164000;1.1172200;23066
EURUSD;30;20160810;210000;1.1172200;1.1178600;1.1166000;1.1177500;19988
EURUSD;30;20160810;213000;1.1178100;1.1184300;1.1174000;1.1177300;19098
EURUSD;30;20160810;220000;1.1176400;1.1178300;1.1168000;1.1174400;17879
EURUSD;30;20160810;223000;1.1174000;1.1175000;1.1168000;1.1174400;16193
EURUSD;30;20160810;230000;1.1174000;1.1180900;1.1171000;1.1174800;16958
EURUSD;30;20160810;233000;1.1174400;1.1179200;1.1171000;1.1178600;15136
EURUSD;30;20160811;000000;1.1178600;1.1179000;1.1173000;1.1174500;11370
EURUSD;30;20160811;003000;1.1174400;1.1184800;1.1173600;1.1176000;11841
EURUSD;30;20160811;010000;1.1176600;1.1184900;1.1174000;1.1183200;16613
EURUSD;30;20160811;013000;1.1183000;1.1187000;1.1179000;1.1184400;31626
EURUSD;30;20160811;020000;1.1184200;1.1188000;1.1181000;1.1185400;19140
EURUSD;30;20160811;023000;1.1185500;1.1191500;1.1182000;1.1185200;14810
EURUSD;30;20160811;030000;1.1185400;1.1189900;1.1182000;1.1185200;12923
EURUSD;30;20160811;033000;1.1185200;1.1190300;1.1183000;1.1188500;17511
EURUSD;30;20160811;040000;1.1189200;1.1189800;1.1180000;1.1184000;17958
EURUSD;30;20160811;043000;1.1183900;1.1184200;1.1174000;1.1177700;16563
EURUSD;30;20160811;050000;1.1177700;1.1180100;1.1170000;1.1176800;20726
EURUSD;30;20160811;053000;1.1176800;1.1182400;1.1174000;1.1179500;12698
EURUSD;30;20160811;060000;1.1179500;1.1180700;1.1174000;1.1176400;11451
EURUSD;30;20160811;063000;1.1176100;1.1178200;1.1172000;1.1174100;14061
EURUSD;30;20160811;070000;1.1174100;1.1175600;1.1165000;1.1168200;16871
EURUSD;30;20160811;073000;1.1168400;1.1172000;1.1166000;1.1170700;13590
EURUSD;30;20160811;080000;1.1171400;1.1173000;1.1164000;1.1167800;13050
EURUSD;30;20160811;083000;1.1167800;1.1168500;1.1160000;1.1163200;16906
EURUSD;30;20160811;090000;1.1162300;1.1167400;1.1160000;1.1164000;15196
EURUSD;30;20160811;093000;1.1163700;1.1170000;1.1158000;1.1161000;23359
EURUSD;30;20160811;100000;1.1161000;1.1170000;1.1159000;1.1166500;28813
EURUSD;30;20160811;103000;1.1166300;1.1170000;1.1140300;1.1141600;45852
EURUSD;30;20160811;110000;1.1142100;1.1150800;1.1140000;1.1148600;43942
EURUSD;30;20160811;113000;1.1148400;1.1150000;1.1135000;1.1141800;42947
EURUSD;30;20160811;120000;1.1141300;1.1145000;1.1137000;1.1143100;40967
EURUSD;30;20160811;123000;1.1143300;1.1151000;1.1141000;1.1148300;35441
EURUSD;30;20160811;130000;1.1147600;1.1151000;1.1142000;1.1145500;32636
EURUSD;30;20160811;133000;1.1145700;1.1150000;1.1135000;1.1139000;35050
EURUSD;30;20160811;140000;1.1140100;1.1150000;1.1138000;1.1147600;36335
EURUSD;30;20160811;143000;1.1147800;1.1154600;1.1145000;1.1148400;35694
EURUSD;30;20160811;150000;1.1147900;1.1150600;1.1139000;1.1146800;33946
EURUSD;30;20160811;153000;1.1146800;1.1160000;1.1143000;1.1157600;38256
EURUSD;30;20160811;160000;1.1157000;1.1161100;1.1151000;1.1156800;40618
EURUSD;30;20160811;163000;1.1156700;1.1160000;1.1148000;1.1156400;33585
EURUSD;30;20160811;170000;1.1156100;1.1170000;1.1151000;1.1166400;44331
EURUSD;30;20160811;173000;1.1166500;1.1174000;1.1162000;1.1170300;44161
EURUSD;30;20160811;180000;1.1170300;1.1180000;1.1164000;1.1178100;44092
EURUSD;30;20160811;183000;1.1178000;1.1182200;1.1169000;1.1172500;41887
EURUSD;30;20160811;190000;1.1172300;1.1174000;1.1165000;1.1168200;34779
EURUSD;30;20160811;193000;1.1168200;1.1168600;1.1154000;1.1158500;34641
EURUSD;30;20160811;200000;1.1158500;1.1159300;1.1150000;1.1157300;31209
EURUSD;30;20160811;203000;1.1157500;1.1158500;1.1140000;1.1146200;28509
EURUSD;30;20160811;210000;1.1146200;1.1147000;1.1137000;1.1139900;21201
EURUSD;30;20160811;213000;1.1139600;1.1144100;1.1134000;1.1139800;22090
EURUSD;30;20160811;220000;1.1139800;1.1144100;1.1134000;1.1142600;20734
EURUSD;30;20160811;223000;1.1143000;1.1145600;1.1138000;1.1143900;19555
EURUSD;30;20160811;230000;1.1143600;1.1146800;1.1137000;1.1140900;17852
EURUSD;30;20160811;233000;1.1140900;1.1141000;1.1134000;1.1139200;11711
EURUSD;30;20160812;000000;1.1138900;1.1141100;1.1133000;1.1136400;13654
EURUSD;30;20160812;003000;1.1136800;1.1138500;1.1132000;1.1137700;5237
EURUSD;30;20160812;010000;1.1138100;1.1141900;1.1133000;1.1141200;7886
EURUSD;30;20160812;013000;1.1139600;1.1141400;1.1132000;1.1137500;18304
EURUSD;30;20160812;020000;1.1137400;1.1140700;1.1133000;1.1139200;17580
EURUSD;30;20160812;023000;1.1138300;1.1139500;1.1132000;1.1136800;12718
EURUSD;30;20160812;030000;1.1136500;1.1139000;1.1132000;1.1138200;12322
EURUSD;30;20160812;033000;1.1138100;1.1143200;1.1135000;1.1139400;16900
EURUSD;30;20160812;040000;1.1139100;1.1139500;1.1129000;1.1134600;22842
EURUSD;30;20160812;043000;1.1134500;1.1137300;1.1131000;1.1136900;15564
EURUSD;30;20160812;050000;1.1137100;1.1140000;1.1134000;1.1138400;16009
EURUSD;30;20160812;053000;1.1137900;1.1140000;1.1133000;1.1139000;16845
EURUSD;30;20160812;060000;1.1139500;1.1140400;1.1134000;1.1139100;14336
EURUSD;30;20160812;063000;1.1138500;1.1144400;1.1134000;1.1144100;13208
EURUSD;30;20160812;070000;1.1144200;1.1144200;1.1135000;1.1140500;12418
EURUSD;30;20160812;073000;1.1140100;1.1140600;1.1130000;1.1137400;13249
EURUSD;30;20160812;080000;1.1137300;1.1139900;1.1132000;1.1139700;14291
EURUSD;30;20160812;083000;1.1139600;1.1140300;1.1134000;1.1139800;13488
EURUSD;30;20160812;090000;1.1139800;1.1143200;1.1134000;1.1141800;15523
EURUSD;30;20160812;093000;1.1141700;1.1145300;1.1135000;1.1135700;29644
EURUSD;30;20160812;100000;1.1135700;1.1143700;1.1132000;1.1141400;30048
EURUSD;30;20160812;103000;1.1142400;1.1156300;1.1136000;1.1156000;41738
EURUSD;30;20160812;110000;1.1156100;1.1156200;1.1143000;1.1144400;40645
EURUSD;30;20160812;113000;1.1143500;1.1157000;1.1142000;1.1156600;34243
EURUSD;30;20160812;120000;1.1156600;1.1160000;1.1148000;1.1154500;35097
EURUSD;30;20160812;123000;1.1154100;1.1156900;1.1147000;1.1150000;35083
EURUSD;30;20160812;130000;1.1150100;1.1153700;1.1143000;1.1149500;33629
EURUSD;30;20160812;133000;1.1149400;1.1153500;1.1144000;1.1153400;30141
EURUSD;30;20160812;140000;1.1153400;1.1156800;1.1149000;1.1153700;26403
EURUSD;30;20160812;143000;1.1153500;1.1154700;1.1145000;1.1149800;25623
EURUSD;30;20160812;150000;1.1149100;1.1151200;1.1145000;1.1149300;27674
EURUSD;30;20160812;153000;1.1150400;1.1170000;1.1147000;1.1165100;41089
EURUSD;30;20160812;160000;1.1164400;1.1221300;1.1163900;1.1208100;78743
EURUSD;30;20160812;163000;1.1208700;1.1210500;1.1188000;1.1198100;60421
EURUSD;30;20160812;170000;1.1198100;1.1200100;1.1183000;1.1195800;55039
EURUSD;30;20160812;173000;1.1195700;1.1203600;1.1169000;1.1173600;63479
EURUSD;30;20160812;180000;1.1172900;1.1180300;1.1167000;1.1178600;48600
EURUSD;30;20160812;183000;1.1177900;1.1184200;1.1173000;1.1176700;43693
EURUSD;30;20160812;190000;1.1176800;1.1180000;1.1168000;1.1171000;12518
EURUSD;30;20160812;203000;1.1167200;1.1171500;1.1164000;1.1171200;9393
EURUSD;30;20160812;210000;1.1171400;1.1172800;1.1162000;1.1164900;19004
EURUSD;30;20160812;213000;1.1164000;1.1172100;1.1162000;1.1171000;15212
EURUSD;30;20160812;220000;1.1170900;1.1171200;1.1156000;1.1163200;20211
EURUSD;30;20160812;223000;1.1163200;1.1164700;1.1159000;1.1162400;17638
EURUSD;30;20160812;230000;1.1163000;1.1164500;1.1157000;1.1161500;14492
EURUSD;30;20160812;233000;1.1160600;1.1162000;1.1157000;1.1160300;13207
EURUSD;30;20160813;000000;1.1160500;1.1166300;1.1157500;1.1162100;14392
EURUSD;30;20160813;003000;1.1160700;1.1162300;1.1160700;1.1162300;7
EURUSD;30;20160814;223000;1.1161000;1.1173000;1.1160400;1.1165900;93
EURUSD;30;20160814;230000;1.1167100;1.1167100;1.1165400;1.1166300;33
EURUSD;30;20160814;233000;1.1166000;1.1167100;1.1162900;1.1165400;56
EURUSD;30;20160815;000000;1.1167100;1.1167100;1.1165400;1.1166600;109
EURUSD;30;20160815;003000;1.1167300;1.1169000;1.1164300;1.1166500;2670
EURUSD;30;20160815;010000;1.1167000;1.1168600;1.1165200;1.1167200;4251
EURUSD;30;20160815;013000;1.1167500;1.1168700;1.1156000;1.1163800;22012
EURUSD;30;20160815;020000;1.1163800;1.1164600;1.1158000;1.1161500;10523
EURUSD;30;20160815;023000;1.1159900;1.1161900;1.1155000;1.1159300;15017
EURUSD;30;20160815;030000;1.1160200;1.1165400;1.1157900;1.1164000;18795
EURUSD;30;20160815;033000;1.1164100;1.1164500;1.1157000;1.1161000;18080
EURUSD;30;20160815;040000;1.1161100;1.1163000;1.1151400;1.1155600;15793
EURUSD;30;20160815;043000;1.1155300;1.1159000;1.1152000;1.1158700;17271
EURUSD;30;20160815;050000;1.1158500;1.1159000;1.1152000;1.1155200;16550
EURUSD;30;20160815;053000;1.1155200;1.1157300;1.1152000;1.1154100;15791
EURUSD;30;20160815;060000;1.1154500;1.1156600;1.1151000;1.1154900;15370
EURUSD;30;20160815;063000;1.1155400;1.1159800;1.1153600;1.1158100;13598
EURUSD;30;20160815;070000;1.1158400;1.1159200;1.1154000;1.1158200;12444
EURUSD;30;20160815;073000;1.1158000;1.1161300;1.1155000;1.1159900;12670
EURUSD;30;20160815;080000;1.1160300;1.1161000;1.1155000;1.1158200;12152
EURUSD;30;20160815;083000;1.1158200;1.1160000;1.1154000;1.1158900;13180
EURUSD;30;20160815;090000;1.1158900;1.1162400;1.1157000;1.1161500;14780
EURUSD;30;20160815;093000;1.1161800;1.1164100;1.1155000;1.1164000;21782
EURUSD;30;20160815;100000;1.1163600;1.1170000;1.1158000;1.1166900;25950
EURUSD;30;20160815;103000;1.1167600;1.1174600;1.1163000;1.1170400;40709
EURUSD;30;20160815;110000;1.1170500;1.1176000;1.1162000;1.1173400;39078
EURUSD;30;20160815;113000;1.1173600;1.1175800;1.1163000;1.1168900;38070
EURUSD;30;20160815;120000;1.1169000;1.1171900;1.1162000;1.1168200;32795
EURUSD;30;20160815;123000;1.1168200;1.1171500;1.1163000;1.1169500;32373
EURUSD;30;20160815;130000;1.1169400;1.1171300;1.1164000;1.1166100;28653
EURUSD;30;20160815;133000;1.1165900;1.1172300;1.1163000;1.1171000;26217
EURUSD;30;20160815;140000;1.1170100;1.1174700;1.1164000;1.1170100;24688
EURUSD;30;20160815;143000;1.1170100;1.1176100;1.1167000;1.1175200;30707
EURUSD;30;20160815;150000;1.1175200;1.1184200;1.1165000;1.1183100;32855
EURUSD;30;20160815;153000;1.1182800;1.1186400;1.1174000;1.1180300;40136
EURUSD;30;20160815;160000;1.1180000;1.1185100;1.1172000;1.1173700;50004
EURUSD;30;20160815;163000;1.1174200;1.1181300;1.1169000;1.1180700;39491
EURUSD;30;20160815;170000;1.1180500;1.1196600;1.1177000;1.1189900;47844
EURUSD;30;20160815;173000;1.1190100;1.1194000;1.1182000;1.1189900;41305
EURUSD;30;20160815;180000;1.1189900;1.1203600;1.1187000;1.1195800;47461
EURUSD;30;20160815;183000;1.1195400;1.1200000;1.1190000;1.1194300;43901
EURUSD;30;20160815;190000;1.1194000;1.1200100;1.1192000;1.1198400;28460
EURUSD;30;20160815;193000;1.1198100;1.1200100;1.1190000;1.1192700;23286
EURUSD;30;20160815;200000;1.1193000;1.1193400;1.1178000;1.1181300;25831
EURUSD;30;20160815;203000;1.1180900;1.1185200;1.1178000;1.1183800;17537
EURUSD;30;20160815;210000;1.1184400;1.1186200;1.1181000;1.1185300;14004
EURUSD;30;20160815;213000;1.1185000;1.1185700;1.1180000;1.1183900;14146
EURUSD;30;20160815;220000;1.1184700;1.1185600;1.1179000;1.1182100;13571
EURUSD;30;20160815;223000;1.1181800;1.1184900;1.1179000;1.1182800;14054
EURUSD;30;20160815;230000;1.1182900;1.1186300;1.1180800;1.1185800;11761
EURUSD;30;20160815;233000;1.1185200;1.1186700;1.1179000;1.1183500;11168
EURUSD;30;20160816;000000;1.1183400;1.1184300;1.1178000;1.1181300;12624
EURUSD;30;20160816;003000;1.1182600;1.1186000;1.1179200;1.1185500;5752
EURUSD;30;20160816;010000;1.1185100;1.1185700;1.1181000;1.1183800;4961
EURUSD;30;20160816;013000;1.1183500;1.1186500;1.1181600;1.1186100;13790
EURUSD;30;20160816;020000;1.1186300;1.1187000;1.1182000;1.1185000;12134
EURUSD;30;20160816;023000;1.1185600;1.1186300;1.1178000;1.1181600;11051
EURUSD;30;20160816;030000;1.1180100;1.1182200;1.1177000;1.1181800;12260
EURUSD;30;20160816;033000;1.1181600;1.1183400;1.1176000;1.1178800;17753
EURUSD;30;20160816;040000;1.1179000;1.1182700;1.1175000;1.1180900;17070
EURUSD;30;20160816;043000;1.1180900;1.1184300;1.1178600;1.1183500;16857
EURUSD;30;20160816;050000;1.1183000;1.1184200;1.1177000;1.1180400;16867
EURUSD;30;20160816;053000;1.1180000;1.1182300;1.1177000;1.1180300;14315
EURUSD;30;20160816;060000;1.1180300;1.1190100;1.1177000;1.1188300;23419
EURUSD;30;20160816;063000;1.1188600;1.1196000;1.1185000;1.1194600;20109
EURUSD;30;20160816;070000;1.1194800;1.1199900;1.1192000;1.1195100;19361
EURUSD;30;20160816;073000;1.1195300;1.1196400;1.1190000;1.1195200;15358
EURUSD;30;20160816;080000;1.1195200;1.1199700;1.1189000;1.1199200;17619
EURUSD;30;20160816;083000;1.1199100;1.1210200;1.1197000;1.1209100;25238
EURUSD;30;20160816;090000;1.1209100;1.1215500;1.1205000;1.1215100;29105
EURUSD;30;20160816;093000;1.1214900;1.1224800;1.1211900;1.1217700;40285
EURUSD;30;20160816;100000;1.1218300;1.1250000;1.1217000;1.1241600;60199
EURUSD;30;20160816;103000;1.1241600;1.1245600;1.1229000;1.1243400;51130
EURUSD;30;20160816;110000;1.1244200;1.1272700;1.1240000;1.1269900;59990
EURUSD;30;20160816;113000;1.1269000;1.1276700;1.1262000;1.1267600;49519
EURUSD;30;20160816;120000;1.1267700;1.1274900;1.1253000;1.1258000;49106
EURUSD;30;20160816;123000;1.1257900;1.1270000;1.1252000;1.1265300;44177
EURUSD;30;20160816;130000;1.1266300;1.1274700;1.1262000;1.1272000;41890
EURUSD;30;20160816;133000;1.1271300;1.1276000;1.1260000;1.1267600;40250
EURUSD;30;20160816;140000;1.1267400;1.1280000;1.1265000;1.1276800;41779
EURUSD;30;20160816;143000;1.1276800;1.1300000;1.1272000;1.1291400;52205
EURUSD;30;20160816;150000;1.1291300;1.1300100;1.1288000;1.1293500;42469
EURUSD;30;20160816;153000;1.1293800;1.1303800;1.1290000;1.1295300;45965
EURUSD;30;20160816;160000;1.1293100;1.1322500;1.1259000;1.1278900;75268
EURUSD;30;20160816;163000;1.1278800;1.1290000;1.1252100;1.1252900;69667
EURUSD;30;20160816;170000;1.1251900;1.1273700;1.1244000;1.1270200;57708
EURUSD;30;20160816;173000;1.1270100;1.1283500;1.1260000;1.1264000;60698
EURUSD;30;20160816;180000;1.1264000;1.1270000;1.1257000;1.1260000;54225
EURUSD;30;20160816;183000;1.1260000;1.1280000;1.1255000;1.1275600;42905
EURUSD;30;20160816;190000;1.1275400;1.1284100;1.1273000;1.1273000;37825
EURUSD;30;20160816;193000;1.1276200;1.1280000;1.1269000;1.1271700;26254
EURUSD;30;20160816;200000;1.1270900;1.1271900;1.1262000;1.1269000;33550
EURUSD;30;20160816;203000;1.1269100;1.1279700;1.1266000;1.1270700;28962
EURUSD;30;20160816;210000;1.1270700;1.1280900;1.1269000;1.1280100;24817
EURUSD;30;20160816;213000;1.1279000;1.1281600;1.1274000;1.1277600;18921
EURUSD;30;20160816;220000;1.1277600;1.1277600;1.1271000;1.1276100;17916
EURUSD;30;20160816;223000;1.1275400;1.1279300;1.1271000;1.1278800;16617
EURUSD;30;20160816;230000;1.1278700;1.1279300;1.1272000;1.1278600;15853
EURUSD;30;20160816;233000;1.1278600;1.1280500;1.1273000;1.1278800;11510
EURUSD;30;20160817;000000;1.1278800;1.1279000;1.1273000;1.1278100;12741
EURUSD;30;20160817;003000;1.1277900;1.1279600;1.1273000;1.1276200;4265
EURUSD;30;20160817;010000;1.1275800;1.1276500;1.1270000;1.1274400;6221
EURUSD;30;20160817;013000;1.1274600;1.1279000;1.1272000;1.1277400;17025
EURUSD;30;20160817;020000;1.1276900;1.1281100;1.1273000;1.1277000;17045
EURUSD;30;20160817;023000;1.1276300;1.1278500;1.1268000;1.1273400;15581
EURUSD;30;20160817;030000;1.1273400;1.1276800;1.1269000;1.1275000;12214
EURUSD;30;20160817;033000;1.1275800;1.1282600;1.1271000;1.1279100;25728
EURUSD;30;20160817;040000;1.1279200;1.1280700;1.1270000;1.1279400;28691
EURUSD;30;20160817;043000;1.1279400;1.1290100;1.1276000;1.1290000;23878
EURUSD;30;20160817;050000;1.1290000;1.1290000;1.1280000;1.1283600;22389
EURUSD;30;20160817;053000;1.1283600;1.1283800;1.1273000;1.1276400;20811
EURUSD;30;20160817;060000;1.1276600;1.1278700;1.1268000;1.1272900;17091
EURUSD;30;20160817;063000;1.1272900;1.1276000;1.1269000;1.1274700;14868
EURUSD;30;20160817;070000;1.1275500;1.1275800;1.1269000;1.1273500;15996
EURUSD;30;20160817;073000;1.1273300;1.1276000;1.1268000;1.1272000;17686
EURUSD;30;20160817;080000;1.1272700;1.1274000;1.1263000;1.1267000;25287
EURUSD;30;20160817;083000;1.1266900;1.1267100;1.1255000;1.1257900;29912
EURUSD;30;20160817;090000;1.1257900;1.1264100;1.1255800;1.1264000;22739
EURUSD;30;20160817;093000;1.1264000;1.1272100;1.1260000;1.1268600;33977
EURUSD;30;20160817;100000;1.1268600;1.1272700;1.1253000;1.1260900;35652
EURUSD;30;20160817;103000;1.1261200;1.1270000;1.1253000;1.1266100;47594
EURUSD;30;20160817;110000;1.1266100;1.1273100;1.1261000;1.1268800;42507
EURUSD;30;20160817;113000;1.1269800;1.1277000;1.1259000;1.1268200;44483
EURUSD;30;20160817;120000;1.1267400;1.1270300;1.1253000;1.1256800;51241
EURUSD;30;20160817;123000;1.1256900;1.1266000;1.1252000;1.1264300;42164
EURUSD;30;20160817;130000;1.1264300;1.1273200;1.1262000;1.1267400;34055
EURUSD;30;20160817;133000;1.1267900;1.1270000;1.1262000;1.1267500;34825
EURUSD;30;20160817;140000;1.1267300;1.1270100;1.1264000;1.1269000;33736
EURUSD;30;20160817;143000;1.1268900;1.1272100;1.1265000;1.1271400;32154
EURUSD;30;20160817;150000;1.1271300;1.1274800;1.1267000;1.1271900;30162
EURUSD;30;20160817;153000;1.1271600;1.1280000;1.1266000;1.1273300;41990
EURUSD;30;20160817;160000;1.1273300;1.1275300;1.1267000;1.1271400;34724
EURUSD;30;20160817;163000;1.1271400;1.1280000;1.1267000;1.1273800;38940
EURUSD;30;20160817;170000;1.1273800;1.1276500;1.1262000;1.1265100;46934
EURUSD;30;20160817;173000;1.1264900;1.1274900;1.1262000;1.1271400;46552
EURUSD;30;20160817;180000;1.1271400;1.1280000;1.1263700;1.1275600;50260
EURUSD;30;20160817;183000;1.1275600;1.1280000;1.1265000;1.1270200;44457
EURUSD;30;20160817;190000;1.1269500;1.1271400;1.1257000;1.1262300;38175
EURUSD;30;20160817;193000;1.1261400;1.1268000;1.1260000;1.1264800;27196
EURUSD;30;20160817;200000;1.1264800;1.1272600;1.1260000;1.1271000;27968
EURUSD;30;20160817;203000;1.1272400;1.1273600;1.1261000;1.1265100;24996
